"portal","kandydat","data","nr","czy.w.tytule","dlugosc.art","ile.razy","ile.razy.wzg","waga"
"NaTematWybory","duda","2015-03-24 00:00:00",29,FALSE,4990,7,0.00140280561122244,2
"NaTematWybory","duda","2015-03-26 00:00:00",1,FALSE,1905,3,0.0015748031496063,2
"NaTematWybory","duda","2015-03-26 00:00:00",2,FALSE,7378,5,0.000677690431011114,2
"NaTematWybory","duda","2015-03-26 00:00:00",3,TRUE,2137,7,0.00327562002807674,2
"NaTematWybory","duda","2015-03-26 00:00:00",4,TRUE,3041,2,0.000657678395264716,2
"NaTematWybory","duda","2015-03-26 00:00:00",5,TRUE,1825,5,0.00273972602739726,2
"NaTematWybory","duda","2015-03-26 00:00:00",6,TRUE,4848,15,0.00309405940594059,2
"NaTematWybory","duda","2015-03-26 00:00:00",7,FALSE,1897,3,0.00158144438587243,2
"NaTematWybory","duda","2015-03-26 00:00:00",8,TRUE,2510,7,0.00278884462151394,2
"NaTematWybory","duda","2015-03-26 00:00:00",9,FALSE,3252,2,0.000615006150061501,2
"NaTematWybory","duda","2015-03-26 00:00:00",10,FALSE,5405,8,0.00148011100832562,2
"NaTematWybory","duda","2015-03-31 00:00:00",1,FALSE,2906,1,0.000344115622849277,2
"NaTematWybory","duda","2015-03-31 00:00:00",2,TRUE,1757,4,0.0022766078542971,2
"NaTematWybory","duda","2015-03-31 00:00:00",3,FALSE,4646,1,0.000215238915195867,2
"NaTematWybory","duda","2015-03-31 00:00:00",4,FALSE,2713,1,0.000368595650571323,2
"NaTematWybory","duda","2015-03-31 00:00:00",5,FALSE,6176,3,0.000485751295336788,2
"NaTematWybory","duda","2015-03-31 00:00:00",6,FALSE,2467,2,0.000810701256586948,2
"NaTematWybory","duda","2015-03-31 00:00:00",7,FALSE,1471,2,0.00135961930659415,2
"NaTematWybory","duda","2015-03-31 00:00:00",8,FALSE,5078,10,0.00196927924379677,2
"NaTematWybory","duda","2015-03-31 00:00:00",9,TRUE,2369,6,0.00253271422541157,2
"NaTematWybory","duda","2015-03-31 00:00:00",10,TRUE,4854,1,0.000206015657189946,2
"NaTematWybory","duda","2015-03-31 00:00:00",11,FALSE,1811,1,0.000552181115405853,2
"NaTematWybory","duda","2015-03-31 00:00:00",12,TRUE,2464,6,0.00243506493506494,2
"NaTematWybory","duda","2015-03-31 00:00:00",13,TRUE,1802,6,0.00332963374028857,2
"NaTematWybory","duda","2015-03-31 00:00:00",14,FALSE,1749,6,0.00343053173241852,2
